# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_volume
954 0.516416 -5.62303 140.608
955 0.515068 -5.62107 140.608
956 0.514168 -5.6209 140.608
957 0.514009 -5.62087 140.608
958 0.514956 -5.62135 140.608
959 0.517298 -5.62414 140.608
960 0.521118 -5.62797 140.608
961 0.526225 -5.63265 140.608
962 0.532161 -5.63833 140.608
963 0.53831 -5.64482 140.608
964 0.544031 -5.64997 140.608
965 0.548776 -5.65504 140.608
966 0.552153 -5.65858 140.608
967 0.553918 -5.66035 140.608
968 0.553976 -5.6598 140.608
969 0.552348 -5.65831 140.608
970 0.549138 -5.65555 140.608
971 0.544514 -5.65076 140.608
972 0.538687 -5.64538 140.608
973 0.53191 -5.63873 140.608
974 0.524478 -5.63158 140.608
975 0.516727 -5.62412 140.608
976 0.509024 -5.61624 140.608
977 0.501728 -5.60832 140.608
978 0.495182 -5.6013 140.608
979 0.489704 -5.59611 140.608
980 0.485558 -5.5921 140.608
981 0.48291 -5.58945 140.608
982 0.481803 -5.5882 140.608
983 0.482173 -5.58843 140.608
984 0.483882 -5.58939 140.608
985 0.486741 -5.59272 140.608
986 0.490548 -5.59669 140.608
987 0.49515 -5.6019 140.608
988 0.500441 -5.60689 140.608
989 0.506344 -5.61325 140.608
990 0.512792 -5.6197 140.608
991 0.519693 -5.62585 140.608
992 0.526897 -5.63321 140.608
993 0.534239 -5.64117 140.608
994 0.541533 -5.64938 140.608
995 0.548561 -5.65642 140.608
996 0.555109 -5.66358 140.608
997 0.560967 -5.6687 140.608
998 0.565956 -5.67279 140.608
999 0.569936 -5.67662 140.608
1000 0.572831 -5.67967 140.608
1001 0.574647 -5.68178 140.608
1002 0.575463 -5.68229 140.608
1003 0.57543 -5.68254 140.608
1004 0.574747 -5.6823 140.608
1005 0.57364 -5.68164 140.608
1006 0.572342 -5.68033 140.608
1007 0.571077 -5.67875 140.608
1008 0.57006 -5.67727 140.608
1009 0.569491 -5.67699 140.608
1010 0.569513 -5.67641 140.608
1011 0.570188 -5.67678 140.608
1012 0.571477 -5.67854 140.608
1013 0.573232 -5.68197 140.608
1014 0.575219 -5.68442 140.608
1015 0.577166 -5.68654 140.608
1016 0.578844 -5.68822 140.608
1017 0.580117 -5.68949 140.608
1018 0.580961 -5.69048 140.608
1019 0.58146 -5.69172 140.608
1020 0.581788 -5.69234 140.608
1021 0.582158 -5.69269 140.608
1022 0.582792 -5.69316 140.608
1023 0.583881 -5.69484 140.608
1024 0.585533 -5.69649 140.608
1025 0.587738 -5.69825 140.608
1026 0.59036 -5.70044 140.608
1027 0.593155 -5.70265 140.608
1028 0.595798 -5.70532 140.608
1029 0.597931 -5.70733 140.608
1030 0.59923 -5.7094 140.608
1031 0.599473 -5.7095 140.608
1032 0.598604 -5.70832 140.608
1033 0.596751 -5.70645 140.608
1034 0.594204 -5.70434 140.608
1035 0.591388 -5.70013 140.608
1036 0.588765 -5.69763 140.608
1037 0.586716 -5.69527 140.608
1038 0.585414 -5.69428 140.608
1039 0.584749 -5.69379 140.608
1040 0.584351 -5.69358 140.608
1041 0.583671 -5.69295 140.608
1042 0.582136 -5.69114 140.608
1043 0.579308 -5.68802 140.608
1044 0.574996 -5.68386 140.608
1045 0.569313 -5.67845 140.608
1046 0.56267 -5.67192 140.608
1047 0.555705 -5.66551 140.608
1048 0.549162 -5.65923 140.608
1049 0.543737 -5.65392 140.608
1050 0.539964 -5.64983 140.608
1051 0.538143 -5.64846 140.608
1052 0.53831 -5.64849 140.608
1053 0.540272 -5.65033 140.608
1054 0.543669 -5.6539 140.608
1055 0.548029 -5.6586 140.608
1056 0.552813 -5.66282 140.608
1057 0.55746 -5.66705 140.608
1058 0.561413 -5.67043 140.608
1059 0.564181 -5.67247 140.608
1060 0.565426 -5.67402 140.608
1061 0.565021 -5.67421 140.608
1062 0.563106 -5.67106 140.608
1063 0.560103 -5.66786 140.608
1064 0.556681 -5.66348 140.608
1065 0.553633 -5.66023 140.608
1066 0.551686 -5.65886 140.608
1067 0.551294 -5.65847 140.608
1068 0.552527 -5.65912 140.608
1069 0.555096 -5.66202 140.608
1070 0.558497 -5.66591 140.608
1071 0.562186 -5.67068 140.608
1072 0.565704 -5.67407 140.608
1073 0.568732 -5.67695 140.608
1074 0.571101 -5.67962 140.608
1075 0.57279 -5.68085 140.608
1076 0.57389 -5.68224 140.608
1077 0.574568 -5.68276 140.608
1078 0.575006 -5.68273 140.608
1079 0.575347 -5.68383 140.608
1080 0.575672 -5.6843 140.608
1081 0.575963 -5.68369 140.608
1082 0.576135 -5.68327 140.608
1083 0.576113 -5.68294 140.608
1084 0.575896 -5.68302 140.608
1085 0.575584 -5.68269 140.608
1086 0.575376 -5.68201 140.608
1087 0.57551 -5.68319 140.608
1088 0.576175 -5.6837 140.608
1089 0.577437 -5.68436 140.608
1090 0.579219 -5.686 140.608
1091 0.581312 -5.68886 140.608
1092 0.583425 -5.6904 140.608
1093 0.585247 -5.69208 140.608
1094 0.586499 -5.69349 140.608
1095 0.587007 -5.69521 140.608
1096 0.5867 -5.6955 140.608
1097 0.585596 -5.69454 140.608
1098 0.58381 -5.69274 140.608
1099 0.581514 -5.68998 140.608
1100 0.578905 -5.68871 140.608
1101 0.576186 -5.68568 140.608
1102 0.573532 -5.68393 140.608
1103 0.571097 -5.68133 140.608
1104 0.569008 -5.67954 140.608
1105 0.567378 -5.67806 140.608
1106 0.566316 -5.67668 140.608
1107 0.565913 -5.67613 140.608
1108 0.566256 -5.67632 140.608
1109 0.567419 -5.67823 140.608
1110 0.569439 -5.68085 140.608
1111 0.572312 -5.68327 140.608
1112 0.576 -5.68696 140.608
1113 0.580415 -5.69124 140.608
1114 0.585395 -5.69684 140.608
1115 0.590696 -5.702 140.608
1116 0.595993 -5.70687 140.608
1117 0.600893 -5.71135 140.608
1118 0.604971 -5.71439 140.608
1119 0.607826 -5.71727 140.608
1120 0.609131 -5.71889 140.608
1121 0.608669 -5.71903 140.608
1122 0.606368 -5.71613 140.608
1123 0.602288 -5.71188 140.608
1124 0.59661 -5.70589 140.608
1125 0.589619 -5.69812 140.608
1126 0.581661 -5.68998 140.608
1127 0.573134 -5.68143 140.608
1128 0.564503 -5.67292 140.608
1129 0.556284 -5.66512 140.608
1130 0.549027 -5.65798 140.608
1131 0.543271 -5.65174 140.608
1132 0.539473 -5.64822 140.608
1133 0.537915 -5.64636 140.608
1134 0.538616 -5.64708 140.608
1135 0.541324 -5.64921 140.608
1136 0.545557 -5.65318 140.608
1137 0.550702 -5.65866 140.608
1138 0.556131 -5.66352 140.608
1139 0.561286 -5.6681 140.608
1140 0.565753 -5.67198 140.608
1141 0.569253 -5.67533 140.608
1142 0.571636 -5.67772 140.608
1143 0.572888 -5.67942 140.608
